,name,quote,auth_id
80,Пушкин,"Обращаюсь к русскому стихосложению. Думаю, что со временем мы обратимся к белому стиху. Рифм в русском языке слишком мало. Одна вызывает другую. Пламень неминуемо тащит за собою камень. Из-за чувства выглядывает непременно искусство. Кому не надоели любовь и кровь, трудный и чудный, верный и лицемерный, и проч.",0.0
81,Пушкин,"Благодарю, душа моя, что в шахматы учишься. Это непременно нужно во всяком благоустроенном семействе.",0.0
82,Пушкин,"Нельзя прощать тем, которые в ответ на русскую ласку способны клеветать на русский характер, мазать грязью священные страницы наших летописей, поносить лучших сограждан и, не довольствуясь современниками, издеваться над гробами отцов.",0.0
83,Пушкин,Чтение — вот лучшее учение.,0.0
84,Пушкин,"Браните мужчин вообще, разбирайте все их пороки, ни один не подумает заступиться. Но дотроньтесь сатирически до прекрасного пола – все женщины восстанут на вас единодушно – они составляют один народ, одну секту.",0.0
85,Пушкин,"Никогда не принимай одолжений. Одолжение, чаще всего — предательство. — Избегай покровительства, потому что это порабощает и унижает.",0.0
86,Пушкин,"«Кто жил и мыслил, тот не может в душе не презирать людей.»
А вот здесь я не согласна с Пушкиным. Вечный и Мудрый Бог, который нас создал и знает все о нас, очень нас любит: « Бог любит мир так сильно, что отдал своего единородного Сына, чтобы каждый, кто проявляет в него веру, не погиб, но имел вечную жизнь.» (Иоанна 3:16)",0.0
87,Пушкин,"На лицах дерзость, в сердце страх.",0.0
88,Пушкин,Вдохновение — это умение приводить себя в рабочее состояние.,0.0
89,Пушкин,"С некоторого времени Северо-Американские Штаты обращают на себя в Европе внимание людей наиболее мыслящих. Не политические происшествия тому виною: Америка спокойно совершает свое поприще, доныне безопасная и цветущая, сильная миром, упроченным ей географическим ее положением, гордая своими учреждениями.",0.0
90,Пушкин,"Почитай поэзию — доброй умной старушкою, к которой можно иногда зайти, чтоб забыть на минуту сплетни, газеты и хлопоты жизни, повеселиться ее милым болтаньем и сказками; но влюбиться в нее — безрассудно.",0.0
91,Пушкин,"Блажен лишь тот, кто поутру имеет стул без принужденья,
Тому и пища по нутру и все доступны наслажденья.",0.0
92,Пушкин,"Тебе придется иметь дело с людьми, которых ты еще не знаешь. С самого начала думай о них все самое плохое, что только можно вообразить: ты не слишком сильно ошибешься.",0.0
93,Пушкин,"Драматического писателя должно судить по законам, им самим над собою признанным.",0.0
94,Пушкин,"О, если б голос мой умел сердца тревожить! Почто в груди моей горит бесплодный жар и не дан мне судьбой витийства грозный дар?",0.0
95,Пушкин,"Надо было прибавить (не в качестве уступки, но как правду), что правительство все еще единственный европеец в России. И сколь бы грубо и цинично оно ни было, от него зависело бы стать сто крат хуже. Никто не обратил бы на это ни малейшего внимания.",0.0
96,Пушкин,"Вот здесь лежит больной студент;
Его судьба неумолима.
Несите прочь медикамент:
Болезнь любви неизлечима!",0.0
97,Пушкин,"«Кто жил и мыслил, тот не может в душе не презирать людей.»
А вот здесь я не согласна с Пушкиным. Вечный и Мудрый Бог, который нас создал и знает все о нас, очень нас любит: « Бог любит мир так сильно, что отдал своего единородного Сына, чтобы каждый, кто проявляет в него веру, не погиб, но имел вечную жизнь.» (Иоанна 3:16)",0.0
98,Пушкин,"Вообще несчастие жизни семейственной есть отличительная черта во нравах русского народа. Шлюсь на русские песни: обыкновенное их содержание — или жалобы красавицы, выданной замуж насильно, или упреки молодого мужа постылой жене. Свадебные песни наши унылы, как вой похоронный.",0.0
99,Пушкин,Сохраню ль к судьбе презренье? Понесу ль навстречу ей непреклонность и терпенье?,0.0
100,Пушкин,Но я не в состоянии жертвовать необходимым в надежде приобрести излишнее.,0.0
101,Пушкин,Остроумием называем мы способность сближать понятия и выводить из них новые и правильные заключения.,0.0
102,Пушкин,"Пора пришла, она влюбилась.",0.0
103,Пушкин,"Не приведи бог видеть русский бунт, бессмысленный и беспощадный!",0.0
104,Пушкин,Любовью шутит сатана.,0.0
105,Пушкин,"Я, сколько ни любил бы вас,
Привыкнув, разлюблю тотчас.",0.0
106,Пушкин,"Слыхал я истину бывало:
Хоть лоб широк, да мозгу мало!",0.0
107,Пушкин,Мечтам и годам нет возврата.,0.0
108,Пушкин,"Ты, от кого я пьян бывал!",0.0
109,Пушкин,"«Кто жил и мыслил, тот не может в душе не презирать людей.»
А вот здесь я не согласна с Пушкиным. Вечный и Мудрый Бог, который нас создал и знает все о нас, очень нас любит: « Бог любит мир так сильно, что отдал своего единородного Сына, чтобы каждый, кто проявляет в него веру, не погиб, но имел вечную жизнь.» (Иоанна 3:16)",0.0
110,Пушкин,"Даже люди, выдающие себя за усерднейших почитателей прекрасного пола, не предполагают в женщинах ума, равного нашему, и, приноравливаясь к слабости их понятия, издают ученые книжки для дам, как будто для детей.",0.0
111,Пушкин,Должно стараться иметь большинство на своей стороне: не оскорбляйте же глупцов.,0.0
112,Пушкин,Поэзия выше нравственности — или по крайней мере совсем иное дело.[,0.0
113,Пушкин,"Чем меньше женщину мы любим
Тем больше нравимся мы ей
Тем ее быстрее губим
Средь обольстительных сетей",0.0
114,Пушкин,"Люди никогда не довольны настоящим и, по опыту имея мало надежды на будущее, украшают невозвратимое минувшее всеми цветами своего воображения.",0.0
115,Пушкин,Любви все возрасты покорны.,0.0
116,Пушкин,"Как материал словесности, язык славяно-русский имеет неоспоримое превосходство перед всеми европейскими.",0.0
117,Пушкин,Мы все учились понемногу чему-нибудь и как-нибудь.,0.0
118,Пушкин,Неуважение к предкам есть первый признак безнравственности.,0.0
119,Пушкин,"Но я, любя, был глуп и нем.",0.0
120,Пушкин,"«Кто жил и мыслил, тот не может в душе не презирать людей.»
А вот здесь я не согласна с Пушкиным. Вечный и Мудрый Бог, который нас создал и знает все о нас, очень нас любит: « Бог любит мир так сильно, что отдал своего единородного Сына, чтобы каждый, кто проявляет в него веру, не погиб, но имел вечную жизнь.» (Иоанна 3:16)",0.0
121,Пушкин,"Одна из причин жадности, с которой читаем записки великих людей, — наше самолюбие: мы рады, ежели сходствуем с замечательным человеком чем бы то ни было, мнениями, чувствами, привычками — даже слабостями и пороками. Вероятно, больше сходства нашли бы мы с мнениями, привычками и слабостями людей вовсе ничтожных, если б они оставляли нам свои произведения.",0.0
122,Пушкин,Следовать за мыслями великого человека есть наука самая занимательная.,0.0
123,Пушкин,Со смехом ужас несовместен.,0.0
124,Пушкин,"Учёный без дарования подобен тому бедному мулле, который изрезал и съел «Коран», думая исполниться духа Магометова.",0.0
125,Пушкин,Хвалу и клевету приемли равнодушно и не оспаривай глупца.,0.0
126,Пушкин,"Чем более мы холодны, расчётливы, осмотрительны, тем менее подвергаемся нападениям насмешки.",0.0
127,Пушкин," Эгоизм может быть отвратительным, но он не смешон, ибо отменно благоразумен. Однако есть люди, которые любят себя с такой нежностью, удивляются своему гению с таким восторгом, думают о своём благосостоянии с таким умилением, о своих неудовольствиях с таким состраданием, что в них и эгоизм имеет смешную сторону энтузиазма и чувствительности.",0.0
128,Пушкин,"Мы почитаем всех — нулями,
А единицами — себя.",0.0
129,Пушкин,"Не тот поэт, кто рифмы плесть умеет.",0.0
130,Пушкин,"Нет правды на земле, но правды нет и выше…",0.0
131,Пушкин,"Ни музы, ни труды, ни радости досуга,
Ничто не заменит единственного друга.",0.0
132,Пушкин,"«Кто жил и мыслил, тот не может в душе не презирать людей.»
А вот здесь я не согласна с Пушкиным. Вечный и Мудрый Бог, который нас создал и знает все о нас, очень нас любит: « Бог любит мир так сильно, что отдал своего единородного Сына, чтобы каждый, кто проявляет в него веру, не погиб, но имел вечную жизнь.» (Иоанна 3:16)",0.0
133,Есенин,"Глупое сердце, не бейся! Все мы обмануты счастьем.",1.0
134,Есенин,"Человек! Подумай, что твоя жизнь, когда на пути зловещие раны. Богач, погляди вокруг тебя. Стоны и плач заглушают твою радость. Радость там, где у порога не слышны стоны. ",1.0
135,Есенин,Чем сгнивать на ветках — Уж лучше сгореть на ветру.,1.0
136,Есенин,"Будь же ты вовек благословенно, Что пришло процвесть и умереть.",1.0
137,Есенин,Жизнь — обман с чарующей тоскою. ,1.0
138,Есенин,"Времени нет. Серьезно? Это желания нет, а время есть всегда.",1.0
139,Есенин,"Любовь — это купание, нужно либо нырять с головой, либо вообще не лезть в воду. Если будешь слоняться вдоль берега по колено в воде, то тебя только обрызгает брызгами и ты будешь мёрзнуть и злиться.",1.0
140,Есенин,Лицом к лицу-лица не увидать: большое видится на расстоянии,1.0
141,Есенин,"Жить нужно легче, жить нужно проще, все принимая, что есть на свете. ",1.0
142,Есенин,"Жить с раскрытой нараспашку душой — все равно, что ходить с раскрытой ширинкой.",1.0
143,Есенин,"Если раньше мне били в морду,
То теперь вся в крови душа.",1.0
144,Есенин,"Христос для меня совершенство. Но я не так верую в него, как другие. Те веруют из страха, что будет после смерти? А я чисто и свято, как в человека, одаренного светлым умом и благородною душою, как в образец в последовании любви к ближнему. ",1.0
145,Есенин,"О любви в словах не говорят,
О любви мечтают лишь украдкой,
да глаза как яхонты горят…",1.0
146,Есенин,"По-смешному я сердцем влип,
Я по-глупому мысли занял…",1.0
147,Есенин,"Коль гореть, так уж гореть сгорая. ",1.0
148,Есенин,"Не каждый умеет петь,
Не каждому дано яблоком
Падать к чужим ногам.",1.0
149,Есенин,"Вот так же отцветем и мы
И отшумим, как гости сада…",1.0
150,Есенин,"Совершенно лишняя штука эта душа. С грустью, с испугом, но я уже начинаю учиться говорить себе: застегни, Есенин, свою душу, это так же неприятно, как расстегнутые брюки.",1.0
151,Есенин,"Чем больнее, тем звонче
То здесь, то там.
Я с собой не покончу,
Иди к чертям…",1.0
152,Есенин,"Грубым дается радость, нежным дается печаль. ",1.0
153,Есенин,цитаты не понравились,1.0
154,Есенин,шучу,1.0
155,Есенин,Сергей Есенин: Наверно во мне слишком много тепла Раз я всегда встречаю холодных ………………,1.0
156,Есенин,Время даже камень крошит. ,1.0
157,Есенин,"Что сказать мне вам об этом ужаснейшем царстве мещанства, которое граничит с идиотизмом? Кроме фокстрота, здесь почти ничего нет, здесь жрут и пьют, и опять фокстрот. Человека я пока ещё не встречал и не знаю, где им пахнет. В страшной моде Господин доллар, а на искусство начихать — самое высшее мюзик-холл. Я даже книг не захотел издавать здесь, несмотря на дешевизну бумаги и переводов. Никому здесь это не нужно… Пусть мы нищие, пусть у нас голод, холод… зато у нас есть душа, которую здесь сдали за ненадобностью в аренду под смердяковщину.",1.0
158,Есенин,"О! Эти американцы. Они — неуничтожимая моль. Сегодня он в оборванцах, а завтра золотой король. ",1.0
159,Есенин,"Я б навеки забыл кабаки, и стихи бы писать забросил, только б тонко касаться руки, и волос твоих цветом в осень…",1.0
160,Есенин,"«Россия. Какое красивое слово! И роса, и сила, и синее что-то…»",1.0
161,Есенин,Я хочу быть тихим и строгим. Я молчанью у звезд учусь. ,1.0
162,Есенин,"Есть что-то прекрасное в лете,
А с летом прекрасное в нас.",1.0
163,Есенин,"Кто любил, уж тот любить не может, кто сгорел, того не подожжешь. ",1.0
164,Есенин,"Ведь и себя я не сберег
Для тихой жизни, для улыбок.
Так мало пройдено дорог,
Так много сделано ошибок.",1.0
165,Есенин,"Как нелепа вся наша жизнь. Она коверкает нас с колыбели, и вместо действительно истинных людей выходят какие-то уроды. ",1.0
166,Есенин,"Ах! Какая смешная потеря!
Много в жизни смешных потерь.
Стыдно мне, что я в бога верил.
Горько мне, что не верю теперь.",1.0
167,Есенин,Странный и смешной вы народ! Жили весь век свой нищими и строили храмы божие. ,1.0
168,Есенин,"Чтобы быть счастливым – не нужны наркотики или случайные связи. Человеку нужен другой человек, который будет любить его без остатка.",1.0
169,Есенин,Владычество доллара съело в них все стремления к каким-либо сложным вопросам. Американец всецело погружается в «Business» и остального знать не желает. ,1.0
170,Есенин,"Нельзя… Нельзя, мой друг родной.
Любить одну, гулять с другой.",1.0
171,Есенин,цитаты не понравились,1.0
172,Есенин,шучу,1.0
173,Есенин,Сергей Есенин: Наверно во мне слишком много тепла Раз я всегда встречаю холодных ………………,1.0
174,Есенин,"Если тронуть страсти в человеке, то, конечно, правды не найдешь. ",1.0
175,Есенин,"Если крикнет рать святая:
«Кинь ты Русь, живи в раю!»,
Я скажу: «Не надо рая,
Дайте родину мою».",1.0
176,Есенин,"В этой жизни умирать не ново, но и жить, конечно, не новей. ",1.0
177,Есенин,"Он целовал её так , словно её губы были кислородом",1.0
178,Есенин,"Если черти в душе гнездятся, значит ангелы жили в ней…",1.0
179,Есенин,"Умей смеяться, когда грустно,
Умей грустить, когда смешно,
Умей казаться равнодушной,
Когда в душе совсем не то.",1.0
180,Есенин,"Поэт должен думать о смерти, чтобы острее чувствовать жизнь.",1.0
181,Есенин,Никому не отдавайте того — с кем счастливы.,1.0
182,Есенин,"Гой ты, Русь моя родная, Хаты в ризах образа… Не видать конца и края — Только синь сосет глаза.
Если крикнет рать святая: «Кинь ты Русь, живи в раю!» Я скажу: «Не надо рая, Дайте родину мою».",1.0
183,Есенин,"Но люблю тебя, родина кроткая!
А за что — разгадать не могу.
Весела твоя радость короткая
С громкой песней весной на лугу.",1.0
184,Есенин,"Да, мне нравилась девушка в белом,
Но теперь я люблю в голубом.",1.0
185,Есенин,"Я уж готов. Я робкий.
Глянь на бутылок рать!
Я собираю пробки —
Душу мою затыкать.",1.0
186,Есенин,Я сердцем никогда не лгу.,1.0
187,Есенин,"В грозы, в бури, в житейскую стынь,
При тяжелых утратах и когда тебе грустно,
Казаться улыбчивым и простым —
Самое высшее в мире искусство.",1.0
188,Есенин,"Что не могли в словах сказать уста,
Пусть пулями расскажут пистолеты.",1.0
189,Есенин,цитаты не понравились,1.0
190,Есенин,шучу,1.0
191,Есенин,Сергей Есенин: Наверно во мне слишком много тепла Раз я всегда встречаю холодных ………………,1.0
192,Есенин,"Ты — мое васильковое слово,
Я навеки люблю тебя.",1.0
193,Есенин,"Улеглась моя былая рана —
Пьяный бред не гложет сердце мне.",1.0
194,Есенин,"И ничто души не потревожит,
И ничто её не бросит в дрожь…",1.0
195,Есенин,"Эту жизнь прожил я словно кстати,
Заодно с другими на земле…",1.0
196,Есенин,"Мне хотелось в мерцании пенистых струй
С алых губ твоих с болью сорвать поцелуй…",1.0
197,Есенин,"Слишком я любил на этом свете
Все, что душу облекает в плоть.",1.0
198,Есенин,"Мне не жаль вас, прошедшие годы, —
Ничего не хочу вернуть.",1.0
199,Есенин,"Как дерево роняет тихо листья,
Так я роняю грустные слова.",1.0
200,Есенин,"Если душу вылюбить до дна,
Сердце станет глыбой золотою.",1.0
201,Есенин,"Где ты, где, моя тихая радость –
Все любя, ничего не желать?",1.0
202,Есенин,От любви не требуют поруки.,1.0
203,Есенин,"Если б не было ада и рая,
Их бы выдумал сам человек.",1.0
204,Есенин,"Жизнь – это глупая штука. Всё в ней пошло и ничтожно. Ничего в ней нет святого, один сплошной сгущенный хаос разврата. Все люди живут ради чувственных наслаждений. Но есть среди них в светлом облике непорочные, чистые, как бледные огни догорающего заката…
Я – один, и никого на свете, который бы пошёл мне на встречу такой же тоскующей душой; будь это мужчина или женщина, я всё равно бы заключил его в свои братские объятия и осыпал бы чистыми жемчужными поцелуями, пошёл бы с ним от этого чуждого мне мира, предоставляя свои цветы рвать дерзким рукам того, кто хочет наслаждения.",1.0
205,Есенин,"Тех, которым ничего не надо,
Только можно в мире пожалеть.",1.0
206,Есенин,"Ведь разлюбить не сможешь ты,
Как полюбить ты не сумела…",1.0
207,Есенин,цитаты не понравились,1.0
208,Есенин,шучу,1.0
209,Есенин,Сергей Есенин: Наверно во мне слишком много тепла Раз я всегда встречаю холодных ………………,1.0
210,Есенин,"Нужно обязательно проветрить воздух. До того накурено у нас сейчас в литературе, что просто дышать нечем.",1.0
211,Есенин,"Жизнь — обман, но и она порою
украшает радостями ложь.",1.0
212,Есенин,"Невесёлого счастья залог —
Сумасшедшее сердце поэта.",1.0
213,Есенин,"Я не заласкан — буря мне скрипка.
Сердце метелит твоя улыбка.",1.0
214,Есенин,"Снова грусть и тоска
Мою грудь облегли,
И печалью слегка
Веет вновь издали.",1.0
215,Есенин,"И похабничал я, и скандалил
для того, чтобы ярче гореть…",1.0
216,Есенин,"Наука нашего времени — ложь и преступление. А читать, — я и так свой кругозор знаний расширяю анализом под собственным наблюдением. Мне нужно себя, а не другого, напичканного чужими суждениями.",1.0
217,Есенин,"Для нас условен стал герой,
Мы любим тех, что в черных масках…",1.0
218,Есенин,"Не напрасно дули ветры,
Не напрасно шла гроза.
Кто-то тайный тихим светом
Напоил мои глаза.",1.0
219,Есенин,"Не молиться тебе, а лаяться
Научил ты меня, господь.",1.0
220,Есенин,"Все мы порою, как дети.
Часто смеемся и плачем:
Выпали нам на свете
Радости и неудачи.",1.0
221,Есенин,"Успокойся, смертный, и не требуй
Правды той, что не нужна тебе.",1.0
